author,title,text
Анна Гальберштадт,"24 февраля - это хорошо, хоть какое-то постоянство в нашем яростном и прекрасном, как говорил классик, великом и могучем, как говорил классик, ласковом и нежном, как говорил классик, но все они давно лежат в могиле, а мы здесь, рядом с вами, на расстоянии вытянутой руки: в каждом зеркале, в каждом экране, в каждом сердце, в каждой голове.","24 февраля - это хорошо, хоть какое-то постоянство в нашем яростном и прекрасном, как говорил классик, великом и могучем, как говорил классик, ласковом и нежном, как говорил классик, но все они давно лежат в могиле, а мы здесь, рядом с вами, на расстоянии вытянутой руки: в каждом зеркале, в каждом экране, в каждом сердце, в каждой голове.
Вы не одиноки, вы, так сказать, под нашей крышей, пока горят заветные цифры - 24.02.22 - это код времени, слово божье, ключ к истине. Берегите ее, берегите не проебите ее, не проебите. Лучше жопу подотрите и ступайте в медный град, где ко Спасу, где ко Спасу свечи белые горят.
Там на шею вам повесят крестик, нолик, русский газ, а на смерть осветят церкву белоснежную в честь вас."
Анна Гальберштадт,"Беслан. Позже были мультики по СТС, «Голубой огонёк» с бабушкой, смешной папа в костюме Деда Мороза и распад Югославии.","Беслан. Позже были мультики по СТС, «Голубой огонёк» с бабушкой, смешной папа в костюме Деда Мороза и распад Югославии.

«На поле танки грохотали...»,— пели взрослые.
«Что такое „танки""? Что такое „грохотали""?"", - спрашивал ты.
«Вырастешь - узнаешь», — отвечали взрослые."
Анна Гальберштадт,В 2006-м ты заговорил. В 2010-м пошел в школу.,"В 2006-м ты заговорил. В 2010-м пошел в школу.
Мама по воскресеньям водила тебя в новую церковь недалеко от дома.
Белоснежная, сахарная церквушка, увенчанная синей маковкой.
Ты ее не запомнил, только бездомную собаку без хвоста, которой ты носил печенье, оставшееся от полдника.
В то время в Ливии шла Гражданская война, она окончилась убийством Каддафи.
В России начало просыпаться массовое протестное движение.
«Что такое „война""?"", - спросил ты на исповеди.
Священник ответил, что есть только одна война - добра со злом."
Анна Гальберштадт,"Майя предсказывали конец света на 2012 год, но он не случился.","Майя предсказывали конец света на 2012 год, но он не случился.
Может потому, что президентом Грузии стал Михаил Саакашвили.
Летом 2013-го, спускаясь к реке, ты мельком заметил, как загорает голышом дочка вашего соседа по даче, седого пианиста.
Жаль, что ее имени уже не вспомнить.
В голове вертится лишь бессмысленный адрес дачного кооператива.
Однажды ты спросил у пианиста, что такое конец света.
Тот ответил, что это когда отключают электричество за неуплату."
Анна Гальберштадт,"В 2014 году мир разбух, начал выталкивать тебя за свои пределы, как будто ты стал в нем лишним.","В 2014 году мир разбух, начал выталкивать тебя за свои пределы, как будто ты стал в нем лишним.
Пока в Украине шёл Майдан, ты пристрастился к «Винстону», и мир снова принял тебя в свои горячие объятья.
Россия захватила Крым.
Донецкая Народная Республика провозгласила независимость.
В Москве митингуют, но тебе нет до них дела.
Ты ещё слишком юн.
Папа вышел на пенсию.
«Как мы будем жить на твою пенсию?"", - спросила бабушка.
«Также как и на мою зарплату», — ответил папа."
Анна Гальберштадт,2015-й прошёл как во сне. Наступил 2016-й.,"2015-й прошёл как во сне. Наступил 2016-й.
Первая мастурбация, но никак не восстановить о чем грезил.
С ужасом замечаешь, что пристально всматриваешься в волосатые ноги своего одноклассника Кольки.
Мужская раздевалка пахнет потом и стыдом.
На стене актового зала нарисован русский флаг, уже посеревший от времени.
По радио на кухне передают, что майор ФСБ Игнатьев убил ножом жену, зарезал ребенка, а потом попытался покончить"
Дмитрий Дедюлин,милый милый смешной Бармалей,"милый милый смешной Бармалей
ну куда ну куда он гонится?
разве не знает он
что стальных коней
погубила зима и бессонница?
разве не знает он
что трупы глядят"
Дмитрий Дедюлин,но не видят неба Аустерлица?,"но не видят неба Аустерлица?
и только папоротники вопят
о звезде что должна родиться"
Юлия Подлубнова,"те, кто уехал, welcome","те, кто уехал, welcome
в парковую зону
поражения

те, кто остался, смотрите
через трубы градирен
под землю

в стране смерчей, градов
поет ветер ран:
с чего начинается
самоубежище?"
Софъя Анджапаридзе,Она говорит:,"Она говорит:
От взрывов сидели в подъезде.
А я:
у нас сердце теперь навсегда не на месте.
Она говорит:
попугай и рыбки остались дома.
А я, что я больше не знаю, кто мы.
Она говорит:
сын плакал от страха, 7 лет.
Я говорю:
сын плакал от страха, метр семьдесят пять.

А птицы поют на ветках, что смерти нет,
И храбрый нарцисс собирается расцветать."
Софъя Анджапаридзе,Освящаются ваия сия,"Освящаются ваия сия
Освещаются
Мартовским светом
Овеваются ветром
Проходят бумажным листом
Завывает будильник новейшего времени перед рассветом
Новостные сюжеты
Питая Великим Постом.
Не съедай их, земля,
Потерпи, будет дождь, будет лето,
Будет осень и палые листья удобрят утробу твою.
Не глотай их, вода,
Не скоромься, есть время обета,
Я пролью тебе слёзы, тобою детей напою."
Софъя Анджапаридзе,"Ты, огонь, не труби, не губи, не пали, что попало,","Ты, огонь, не труби, не губи, не пали, что попало,
Задержись на свече, и сиди себе мирно в печи.
Воздух, думай о воле, волнуйся в завалах, в подвалах,
Выгибай на орала тупые штыки и мечи...
Ныне - горькие вербы, не пальмы, не ваии, не в радость,
Но не смерти поем мы, не будет войне торжества,
Души любящих в стаи собьются и двинут парадом,
И вернут себе прежние смыслы Простые слова"
Станислав Львовский,те кто может читать и те кто не может читать,"те кто может читать и те кто не может читать
те кто могут писать и те кто не могут писать

те у кого полно слов
и те у кого нет ни одного слова

те кому есть что сказать и те кому нечего сказать
те кому есть зачем говорить и те кому незачем говорить

те кто виноват и те кто не виноват
те с кем наше сердце и те кому лучше бы не родиться
те кто уже умер от горя и те кто умирает от горя

чтобы врагам никосии
было проще оклеветать никосию"
Александр Скидан,те кто делал что мог,"те кто делал что мог
и те кто делал то что был должен
и я и бывший язык.
и вы
вы.
21 марта"
Александр Скидан,закройте ебаное небо,"закройте ебаное небо
закройте ебаное небо
h2o
h2o
которая была вначале
которая была вначале
накрой ебаную землю
накрой ебаный стыд"
Татьяна Вольтская,"Когда закончится война, Украйна будет спасена","Когда закончится война, Украйна будет спасена
От нас - и, гарь отхаркав,
Мы будем строить Харьков.

Когда растает страшный сон,
В цветах поднимется Херсон,
Изюм и Мариуполь.
А мы пойдём на убыль.

Мы будем тихо убывать,
Но перестанем убивать
И думать об обидах
Пойдём считать убитых."
Татьяна Вольтская,Их имена среди полей,"Их имена среди полей
Прочтя, как список кораблей,
Однажды, днём воскресным
Мы, может быть, воскреснем,

Зубов лишившись и когтей.
И, может быть, пугать детей
Львовяне и кияне
Уже не будут нами."
Наталья Ключарёва,Пойдем на площадь родине изменим,"Пойдем на площадь родине изменим
За мир секунд пятнадцать постоим.

Пойдем в соцсети родине изменим —
Репостнем фото взорванных домов.

Пойдем наденем черные одежды
Изменим ей, поплакав на углу.

Изменим ей с особенным цинизмом
Для беженцев пакеты отвезём.

Товарищ, верь, что все наши измены
Когда-нибудь изменят этот ад.

Товарищ, веришь? Вот и я не верю.
И всё-таки продолжим изменять.

Пойдем по капле родину изменим
И выпьем корвалолу за нее."
Федор Сваровский,Станция «СМЕРть»,"на орбите луны в 2092-м они
построили страшное нечто
чёрное военное - порт но
для боевых
но обратите внимание:
пробелы в квалификации
приводят к неожиданным последствиям
мир невежественных - тайна завернут
в цветной туман
из которого выстреливают не факты но артефакты будто
на картине чюрлёниса и какой-то синий
подходя
корабли ещё в подпространственном океане
на квантовом плане
видят белый
пушистый толстый уютный
спящий среди звёзд с огромными ушами и шлангом из рыла
которого
хочется
покормить утешить
забрать с собой
и крейсеры как сияющие
конфеты вокруг и
торт
на торте написано «смерть»
но никогда
не страшно:
между буквами как молекулы бегают зеленоликие офицеры
в розовых мундирах"
Федор Сваровский,спотыкаются перелетают суетливые потирают ушибленное лица обиженные показывают кулаки континууму,"спотыкаются перелетают суетливые потирают ушибленное лица обиженные показывают кулаки континууму

все они рыжие растерянные без штанов

будто ты сам на работе во множестве из каких-то снов"
Игорь Котюх,не надо брать в полон мой язык,"не надо брать в полон мой язык я хочу называть вещи своими именами белое - белым черное - черным я не хочу называть белое неточным синонимом или черное - абстрактной заменой из нескольких слов

не надо брать в полон мой язык регулировать время его использования я хочу говорить когда хочу говорить и молчать когда я хочу молчать

я хочу быть собой мой язык это часть меня"
Игорь Котюх,мой язык такая же часть меня как любая часть тела,"мой язык такая же часть меня как любая часть тела

мой язык
моя речь
продолжение меня

я понимаю труд лингвистов и литературоведов
разбор текста на молекулы
споры по части орфоэпии
рассуждения о грамматических нормах языка

кофе - это средний или мужской род
куда в слове «танцовщица» падает ударение
и прочее подобное

но только не надо брать в полон мой язык"
Игорь Котюх,сегодня в полночь,"сегодня в полночь
исполняется месяц войне

лозунг «Слава Украине! — Героям слава!»
обрел новый смысл
звучит на весь мир

куда в слове «танцовщица» падает ударение
на какую страну сейчас падают бомбы"
Игорь Котюх,не надо брать в полон мой язык,"не надо брать в полон мой язык
я хочу говорить на русском ровно то и ровно столько
сколько хочу и могу говорить на других близких мне языках

мои языки - мои предки
мои языки - мое детство
мои языки - моя сущность"
Игорь Котюх,в государстве «Игорь Котюх»,"в государстве «Игорь Котюх»
между собой равны:
эстонский, выруский, украинский, белорусский и русский"
Александр Скидан,я этику переводил,"я этику переводил
бумагу я переводил
еще я вирно перевел статейку о фашизме
а кто-то деньги перевел
в протянутую руку дуче

так мы учились говорить
о голой жизни

23 марта"
Аля Хайтлина,ДВАДЦАТЬ ВОСЬМОЙ ДЕНЬ,"Опять дежуришь у вокзала?
Давно не виделись.
Страшнее ада оказалась
Его обыденность.

Где чистит место под другое
Весна-уборщица,
И привыкаешь, встретив горе,
Почти не морщиться."
Аля Хайтлина,Мы делим время на сегодня Идовоенное.,"Мы делим время на сегодня Идовоенное.
Когда-то будет посвободней,
Поспим, наверное.

Когда-то были дни недели,
Дедлайны, праздники. Дрозды сегодня так галдели,
Как первоклассники.

Вот бабушка стоит и внучка
Пять суток в поезде.
И мелкая мне тянет ручку:
Нам далеко идти?

Как выбраться, как приподняться?
Встречаешь семьями.
Сегодня спасено пятнадцать.
Убито семьдесят.

Пятнадцать встречено, накормлено,
Почти поселено.
Но толку в том, когда укором нам
Другие семьдесят.

Покалывает будто жалом
Под сухожилием. Страшнее ада оказалось,
Что мы прижились в нём.

Что выучили про разлуку,
Про тех, кто дома ждёт.
И тянет девочка за руку,
Пойдём, пойдём уже."
Павел Банников,Почта России,"марки, конверты
тяжёлые лица сотрудниц
ждули пакуют в пакеты
консервы, чаи, папиросы
Кенжебай теребит номерок, изучает
табло над окошком
скидки на грев, щебет заочниц
Кенжебай говорит:
вот цифровой ГУЛАГ, айналайын -
не налоговый номер, не десятый айфон, не статус
вакцинации, цифровизации, иноагента
вот - эта ждуля
и эта
и эта
и этот веснушчатый шнырь, что смущаясь
выбирает прокладки на зону для мамы
в этой вашей настолько огромной стране
живущей настолько разными жизнями
что кореец мне понятнее калмыка
вы в заложниках у пространства
страстно крадёте Европу в Москве, в Петербурге,
не видите ваших фамилий на стёртых
табличках в руинах Карлага
впрочем, что это я, родная,
песок АЛЖИРа до сих пор перекатывается
в моих ботинках"
Павел Банников,грустно улыбается в окошко,"грустно улыбается в окошко:
давайте наклеим вот эту
к столетию Сахарова
вспомним мир
прогресс
права человека
24 марта"
Павел Банников,Кенжебай говорит,"Кенжебай говорит -
солнце моё, спасутся
дети теплушек
и псы городских окраин

жизнь жёстче -
когда-то мы очень любили
цитировать эту песню

но мы ошибались
это не про жизнь
это про смерть
такую специальную русскую смерть
когда тело ещё говорит с амвона
но амвон уже во аде"
Павел Банников,в этой вашей настолько большой стране,"в этой вашей настолько большой стране
что поповец мне милее новгородца
вы делаете вид что отличаете Бабеля от Габеля
но никто не читает Короленко в нём слишком много жизни

впрочем, любимая, не слушай старого пса городских окраин
моё дурное общество всё ещё со мной

помни, что
жизнь не жёстче
она гибче
смерти
24 марта"
Екатерина Задирко,потом будут говорить,"потом будут говорить
что в две тысячи двадцать втором
была очень холодная весна
или что её не было вовсе
было другое, похожее на неё слово"
Юлия Подлубнова,которое мы видели,"которое мы видели
выглядывая из окна
которое мы вдыхали
и не могли выдохнуть
все остальные слова
становились неузнаваемыми
мы по привычке
натыкались на них
и они рвались
а за ними - мы бы хотели
ничего не найти
как за куском холста
с нарисованным очагом
а за ними - повсюду, везде, вокруг -
была смерть."
Юлия Подлубнова,"все ли умрут,","все ли умрут,
особенно те, кто молчал?

есть ли стоп-лист автозаков, у голода
голова?
черный нимб вертолета —
мариуполь
шевелит бетон
не ту пыль несет нетопырь
православным роботам z
и каких еще
детских святых
передавят
передовой?"
Евгения Лавут,«Рыба» ласково называли детей в Херсоне,"«Рыба» ласково называли детей в Херсоне
Оттого что на воде держались как деревяшки
Оттого что вместо пяток у них ладошки
А на ладонях шелковичные пятна.
У меня чешуя прилипла к крашеным доскам
Трава застревает в жабрах.
У меня там умерли две белые кошки
Несколько кур и дворовая собака,
Прабабка и прадед
Дед, бабка, отец и тетка:
Все они родились в рубашке
В теплые осени, в нехолодные зимы,
Но забыли, что ли, застегнуться,
Хотя вряд ли это повлияло."
Евгения Лавут,Русский военный корабль иди на х...,"Русский военный корабль иди на х...
я прячу мальчика в себе ну и дела
которого я то ли родила то ли увидела и съела то ли присвоила и увела

я закрываю рот ему испуганной но жесткою ладонью
ну чтобы только не в тюрьму не в эту темноту воронью

Русский военный корабль иди на х...
кроме ствола и корней есть ли ось есть ли ость

только горлицы не поют а так в остальном как на этом высоком берегу ингульца
выходи не хочу, заводи песню про степного орла
а на низком на том ответит одинокий мотор одинокие фары длинноногие опоры ЛЭП
колосится камыш а за ним наверное хлеб"
Евгения Лавут,"на этой картинке про «this and that» все, что this - давно уже that что на ней по-прежнему есть того уже нет","на этой картинке про «this and that» все, что this - давно уже that что на ней по-прежнему есть того уже нет
ты чего такая вареная
маломочная
малахольная
худосочная
насыпь собери покорми полей
я в твоем возрасте уже легко отделяла желток от белка
там вдали за рекой одеяло полей
вечером споем когда догорит заря
а пока"
Евгения Лавут,убирая за черепахой,"убирая за черепахой
вспоминаю зоопарк с папой
длинную очередь чтобы покататься на пони
и потом их уютный топот
спину возницы-подростка
тесно сомкнутые коленки
на узких лавках

никогда не больше одного круга

хорошенького понемножку
говорил папа
вон она она
говорил папа
дешева рыбка погана юшка
говорил папа
неандертальцев съели
говорил папа

пел закрывая глаза
виноградную косточку в землю"
Евгения Лавут,однажды вернулся из экспедиции на четвереньках.,"однажды вернулся из экспедиции на четвереньках.
курил на полу в кухне, прислонясь к стене.
его ранняя лысина пахла спиртом."
Евгения Лавут,на суде,"на суде
подтвердил что дедушка
дал ему почитать
архипелаг ГУЛАГ"
Евгения Лавут,в нашей последней поездке к морю,"в нашей последней поездке к морю
мама сказала что уходит
мы смотрели есению в летнем кинотеатре
завернувшись в серые одеяла
когда зрители расходились
под ногами хрустели
панцири съеденных креветок
утро на пляже
начиналось песней про папу
па-апа
подари мне куклу"
Евгения Лавут,господар небесних гір,"господар небесних гір
уже тридцать семь лет
ты сам правишь своей лодкой
жаришь лягушек
варишь черепаший суп
ловишь раков
копаешь индейские колодцы
носишь на руках маму
и она смеётся"
Евгения Лавут,Русский военный корабль иди на х...,"Русский военный корабль иди на х...
кажется снова выкинули что-то мое
оставили что-то ненужное у меня
разбрелось белье
от наволочки - простыня"
Евгения Лавут,слишком тонкое небо,"слишком тонкое небо

рвётся то там то тут

в дыры видно белые е...ня

я такая стала не я -
не берет сквозняк не страшит земля
чем ниже нуля
тем я проворнея
ух я теперь змея

по холодному полу скольжу за мышью
в ледяную гору хожу за тишью"
Евгения Лавут,роза умерла от мороза,"роза умерла от мороза
рита умерла от менингита
лилия умерла от насилия
иван умер от ран
нияз умер от язв
мария умерла от зелёного змия
зара умерла от пожара
евгения умерла от волнения
ида умерла от ковида
андрей умер от (п)упырей
михаил умер от вил
марина умерла от сплина
злата умерла от разврата
валерия умерла от неверия
гоги умер в дороге
лола умерла от укола
давид умер от обид
сева умер от гнева
паха умер от страха
боря умер от горя
исаак умер просто так
зоя умерла стоя"
Евгения Лавут,елена умерла мгновенно,"елена умерла мгновенно
анна умерла странно
георгий умер от оргий
николай умер за свой край
вета умерла от навета
федра умерла от холодного ветра
мирза умер от пыли в глаза
ерема умер вдали от дома
екатерина умерла от карантина"
Евгения Лавут,пустая стоит пятёрочка,"пустая стоит пятёрочка
высокая стоит трава
на бульваре
рычат и мычат безымянные твари
не умеющие говорить слова"
Вера Павлова,"У меня их тридцать три, у тебя одна.","У меня их тридцать три, у тебя одна.
Метку чёрную сотри
со стены, окна, двери... Нет, не соскрести.
Видно, предстоит
из Рozzии увезти
русский алфавит."
Вера Павлова,исаак на пути с горы мориа говорил что это пророческий текст,"исаак на пути с горы мориа говорил что это пророческий текст

иов говорил

ангел истории не говорил он смотрел на нож
25 марта"
Дмитрий Герчиков,возможен ли освенцим после поэзии,"возможен ли освенцим после поэзии

возможен ли гулаг после прозы

возможно ли алеппо после критики

возможна ли москва после петушков

возможен ли автозак после автофикшн"
Дмитрий Герчиков,возможно ли овд после овидия,"возможно ли овд после овидия

возможны ли левые после львова

возможна ли музыка после мариуполя

возможно ли 25 февраля после 24 февраля

возможна ли война после арт-группы война

возможен ли абрамович после абрамович

возможна ли пустота после хуеты

возможны ли ордена после пустоты

возможен ли путин после могутина

возможны ли жертвы после жирара

возможен ли вирно после вины

возможно ли пво после PhD

возможно ли до после после"
Дмитрий Герчиков,возможно ли я/мы,"возможно ли я/мы
после колымы

возможны ли херувимы после хиросимы

возможны ли баксы после барта

возможна ли ты
после мы

возможно ли я
после этого

возможно ли это
после меня"
Дмитрий Герчиков,возможен ли освенцим / после поэзии,"возможен ли освенцим / после поэзии

возможно ли алеппо / после критики

возможна ли москва / после петушков

возможен ли абрамович / после абрамович"
Геннадий Кацов,"в пять утра все мы стали другими, встали в строй, не заправив кровать, —","в пять утра все мы стали другими, встали в строй, не заправив кровать, —
час спустя в ритме радиогимна рок послал часть из нас умирать
в жёсткий диск от три-ди катастрофы:
храм не спасся, усоп на крови,
и летят низко совы да дрофы
под обстрелом ракетами «вихрь»

мы не те, кем мы были намедни,
мы не будем уже никогда веселы
на просмотрах комедий и трудны
на уроках труда! - что-то с миром военным творится,
краток их новостник в новостях,
ведь хватает на всех чечевицы
и всё выше и выше наш стяг

вас попрятали под париками,
надевали чужие очки,
пристреляли с земли светлячками
по подбитому небу в ночи...
был не прав, нам не брат и не сват он,
из таких свита делает труп,
бой кровавый, и правый, и святый
не в квадрат возведя - тут же в куб

так что, мертвыми стали живые,
дети - выросшими в тот же час:
«тополя» пролетали и выли,
затонул в чернозёме камаз!
плоть за плоть, за отца сын и духа,
ключ от дома, где жертвы лежат,
где суров сериал: в нём два друга,
даже брата - и каждого жаль"
Геннадий Кацов,я другим стал и прежним не буду:,"я другим стал и прежним не буду:
папиросы курю «невермор», в мариуполе выжил я чудом, не попал в николаеве в морг,
и жена фронтовая, смуглянка, рым пройдя и родной кривой рог,
мне и-мейл отправляет из танка состоящий - скупые пять строк"
Станислава Орловская,"Собрала чемодан. Положила вину, войну.","Собрала чемодан. Положила вину, войну. Жемчуг, паспорт, внутренний вой, страну.
Скорбь, крик с открытым молчащим ртом. Собрала чемодан. Положила в него дом.

Взяла зиму с собой, в себе, не могу весну.
Взяла память, но вряд ли к ней прикоснусь.
Взяла прапор, ярость, бессилие, боль.
Взяла гордость за то, что этот флаг - мой."
Станислава Орловская,"Omnia mea mecum porto, и Дом там, где мы.","Omnia mea mecum porto, и Дом там, где мы.
За эти две мантры держусь уже две войны.
Как я вообще держусь? Натянула струну.
Ветер заденет - пойду с песней ко дну.

И вот там, на дне океана, под толщей льда,
Где нет русских танков (хоть тут)
И спит волна,
Кину якорь,
Открою чемодан.
Чтоб оттуда достать дом,
И хотя бы там
Найти мир, Покой,
В третий раз посадить цветы,
И у дома поставить знак: «ТУТ НЕТ ВОЙНЫ».

Только вот в чемодане и в каждой клетке меня,
Рядом с жемчугом и паспортами лежит война.
Стоит выдохнуть, открыть чемодан, тут как тут
Доброй русской ракетой в дверь: тук-тук

Добрый русский товарищ пришёл меня спасать
Долго шёл, но его доброте и до дна достать,
Добрый русский товарищ на военном корабле
Изнасилует по любви и по простоте.

Собрала чемодан. Положила вину, войну.
Жемчуг со дна на память, свою страну.
Скорбь, крик с открытым молчащим ртом.
Собрала чемодан. Положила в него дом."
Вера Павлова,Не говори: я стреляю мимо.,"Не говори: я стреляю мимо.
Пуля не дура - летит до конца.
Выстрелишь в небо - убьёшь херувима.
Выстрелишь в землю - убьёшь мертвеца.
Птицу. Крота. Стрекозу. Полёвку.
Пуля не дура - найдёт себе цель.
Не слушай комбата - бросай винтовку.
Послушайся маму - забейся в щель."
Мария Ремизова,"Вот дом,","Вот дом,
Который разрушил Джек.

А это те из жильцов, что остались,
Которые в темном подвале спасались
В доме,
Который разрушил Джек.

А это веселая птица-синица,
Которая больше не веселится.
В доме,
Который разрушил Джек.

Вот кот,
Который пугается взрывов и плачет,
И не понимает, что все это значит,
В доме,
Который разрушил Джек."
Мария Ремизова,Вот пес без хвоста,"Вот пес без хвоста,
Без глаз, головы, живота и хребта.
Возможно, в раю он увидит Христа
В доме,
Который разрушил Джек.

А это корова безрогая,
Мычит и мычит, горемыка убогая.
И каплями кровь с молоком на дорогу
К дому,
Который разрушил Джек.

А это старушка, седая и строгая,
Старушка не видит корову безрогую,
Не видит убитого пса без хвоста,
Не видит орущего дико кота,
Не видит умолкшую птицу синицу,
Не видит того, что в подвале творится
В доме,
Который разрушил Джек.

Она как-то криво припала к крыльцу.
И муха ползет у нее по лицу."
Аля Хайтлина,Тридцать пЕРвый день,"— Хватит, — кричат, — про войну, расскажи про киску Или про шоколадки - мол, хватит, мрака.

- Что ж, — говорю, — с киской сложно найти прописку.

Впрочем ещё сложнее, когда собака.

Сколько их тут приехало - самых разных,
Умные таксы, дворняги, овчарки, шпицы,
Тёплые морды смотрят золотоглазо,
Смотрят печально в родные худые лица.

Жмутся к руке от шума, резкого звука,
Дети смеются - глупый, ну, что ты лезеш.
А шоколадки - это крутая штука,
Нынче ведь чем калорийнее, тем полезней.

- Ну, перестань об этом,
Давай на мирном:
Вишни цветут. Ребёнок нашёл игрушку.

Мама ребёнка сказала: у вас тут мило,
Прямо почти как дома. А дом разрушен.

- Ладно, не можешь? Давай лучше о погоде,
Так потеплело - скоро, глядиш, и плавать.

Этим, что с киской, жильё отыскали вроде.
Киска довольна. Коты не умеют плакать."
Всеволод Емелин,ГРАЖДАНСКАЯ ОБОРОНА-2,"Госдума принимает законодательные акты
Чтоб жили мы все не хуже и не хуже.
А я продолжаю напоминать про поражающие факторы
Ядерного оружия.
По графику развивается спецоперация
На чужой территории и малой кровью
Но, все-таки, проникающая радиация
Может причинить вред здоровью.
После ядерного удара нанесения
Возникает гамма-излучение и поток нейтронный
А это может привести к облысению
И даже к ситуации похоронной.
Чтобы сберечь кровяные тельца
Ученые рекомендуют народу
Надеть на себя побольше свинца
И прыгнуть в воду.
Также, чтобы иметь бодрый вид
И функционирующие гениталии
Надо употреблять йодид
Калия.
Но наиболее важный совет
От знатоков местным жителям.
Это скрыться на несколько лет
В убежища или укрытия.
А тем, кто выживет, наверняка
Выходя из убежищ на белый свет
Нужно будет иметь при себе ОЗК
Общевойсковой Защитный Комплект."
Антон Очиров,Отстраненное видео с беспилотного,"Отстраненное видео с беспилотного
регистратора, летающего над
Мариуполем весной 2022-го:
кварталы советской
застройки 1970-х:
планировка кварталов, всё
в чём мы росли,
соразмерная общая Родина,
здания в чёрных
всполохах, пустые, сгоревшие, никому
не нужные, без людей: то же самое
происходило в 1993-м в Москве,
в 1994-м в Грозном, о чём это всё:
о том, что коммунизм мёртв,
а ты ещё нет, неужели."
