author,title,text
Оксана МОСКАЛЕНКО,В ДОЗОРЕ,"Нет, не умрёт моя Россия,
Страну не тронет смертный тлен.
И будет вновь державой сильной,
Не дрогнет крепь Кремлёвских стен!

В дозоре против святотатства,
Я под защитою креста.
И я, крестясь, вступаю в братство
В святое воинство Христа."
Сергей ЛОБАНОВ,НА ПОЭТИЧЕСКОМ ДЕЖУРСТВЕ,"Я призван в Армию Искусства! Берет десантный - набекрень.
На поэтическом дежурстве
Служу России каждый день!

Работаю над каждым словом,
Ведомый силой языка.
Пишу и возвращаюсь снова
К стихам, что правила рука.

Дай Бог, чтоб было всё от Бога:
И мысли,
и дела,
и слог,
А промежуточным итогам
Лишь время подведёт итог."
Сергей ЛОБАНОВ,БРАТЦЫ,"Ну, что ж вы, братцы, с грустными глазами
Молчите, дружно головы склонив?
Прорвёмся, братцы, Родина за нами
Смиренно дышит цветом зрелых нив.

Вернёмся, братцы, верю, что вернёмся,
Чертям назло и бедам вопреки...
Ещё не раз друг другу улыбнёмся,
Когда вернёмся с берега реки.

И пусть война скрипит зубами тошно
И в сто орудий залпами орёт.
Она безумна, лжива и безбожна,
Но мы то знаем, кто кого «сожрёт».

И кто кого поставит на колени,
Схватив за горло «крепкой пятернёй» ...
Кто вырос под небесной русской сенью
Того «не взять» бесчинством и войной."
Сергей ЛОБАНОВ,"Не мы ли, братцы, названы десантом?","Не мы ли, братцы, названы десантом?
Не нам ли Батя* небо завещал?
...В чужую ночь шагнём мы диверсантно,
Чтоб стать началом множеству начал..."
Сергей ЛОБАНОВ,На сердце - синь густого неба...,"На сердце - синь густого неба...
Парю́, дырявя облака...
Внизу сияет купол Глеба,
Петлёй закручена река...
Платки полей надёжно сшиты
Густою лесополосой.
В лучах зари блестят ракиты,
Покрывшись бисерной росой.
...Я приземляюсь - слава Богу,
Влетая с треском в камыши.
И Глеб кричит: «Ну как там ноги?»
А я в ответ: «Не осушил».
...Трава ботинками измята...
Ан-2* летает... Мы сидим...
Чабрец душистый вместе с мятой
Пьянят. Пьянит табачный дым...
«Ну, что Серёга, страшно было?»
«Да, нет дружище, так чуть-чуть».
И медленно плывёт светило
В свой вечный искривлённый путь.
...На сердце синь густого неба...
Меж пальцев мякнут облака...
Идём по полю вместе с Глебом...
Кури́тся маревом река..."
Сергей ЛОБАНОВ,Снова аэродромный ветер.,"Снова аэродромный ветер.
Жадно мы ждём лучи рассвета.
Время почти остановилось.
Небо, слышишь! Дай десанту силы!
Давят на плечи парашюты.
Манят небесные маршруты.
Громко ревут ИЛа турбины.
Небо, слышишь, дай десанту силы!

## Припев:

Там высоко - не для нас границы.
Средь облаков мы парим, как птицы.
И нас уже не исправить Богу.
Нам по душе - в облаках дорога."
Сергей ЛОБАНОВ,Снова зовёт нас в бой сирена.,"Снова зовёт нас в бой сирена.
Сердце торопит кровь по венам.
Рампу с дверьми давно открыли.
Небо, слышишь! Дай десанту силы!
Купол в объятьях небосвода.
Здравствуй, пьянящая свобода!
Стропы натянуты струною.
Небо, слышишь, десант всегда с тобою!

## Припев"
Сергей ЛОБАНОВ,"А жить, ребята, хочется взахлёб!","А жить, ребята, хочется взахлёб!
Да так, как говорят - «на всю катушку».
И бить врага не в тыл, а прямо в лоб,
Давить его, всегда «держать на мушке».
А жить, ребята, хочется сейчас
Не завтра, не потом, не после боя,
Когда из трёх останется лишь двое,
Иль, не дай Бог, совсем не станет нас..."
Сергей ЛОБАНОВ,"А жить, ребята, хочется сейчас","А жить, ребята, хочется сейчас,
Не тратя время на пустые бредни.
И данный жизнью каждый новый час
Ценить и жить...

Быть может он последний...
А жить, ребята, хочется сейчас..."
Сергей ЛОБАНОВ,ПАРАД,"А мы готовимся к Параду
И с каждым днём всё твёрже шаг.
Равненье держим мы как надо.
Звенят медали на ПШ.

А мы готовимся к Параду!
Надёжно братское плечо.
Для нас усталость - не преграда
И нам ненастья - нипочём.

Совсем нелёгкая работа
Себя огранке подвергать.
Со лба стирая капли пота,
Мы будем вновь шагать, шагать.

И мы не вправе оступиться,
Мы завтра - главный строй страны.
Пройдём по площади столицы
В Победоносный День весны!"
Сергей ЛОБАНОВ,ПЛАМЯ МОЛИТВЫ,"Духовной молитвы священное пламя
В окопах сырых согревало солдат.
«Мы выстоим, верьте. Отчизна за нами...»
Шептал, умирая, гвардеец-комбат.

Он грудью отцовской, сынов заслоняя,
На жерла орудий бросался вперёд
И чести своей в том бою не роняя,
Он пал... Только подвиг его не умрёт...

Во имя добра, он как горьковский Данко,
Пожертвовав сердце, надежду зажёг."
Сергей ЛОБАНОВ,Мне всё ещё снится война,"Мне всё ещё снится война,
Мне всё ещё слышатся взрывы,
Ревущего ветра порывы
И смерть...

Как смеётся она...
Мне всё ещё помнится взгляд,
Сражённого снайпером, друга.
Ушёл он на фронт из Калуги
И пал в ставропольских полях.

Я помню, как сажа и гарь
Въедались в суровые лица,
Как падали замертво птицы
От холода в лютый январь...

Мне всё ещё слышится лязг
Скользящего резво затвора,
Как точно и с русским задором
«Катюша» пускается «в пляс».

И всё ещё помнится вкус
Сырого, «военного» хлеба,
Как юнкерсы резали небо,
Как маме сказал, что вернусь...

Я помню, как плакал старлей
И матом ругался на братьев,
Оставшихся в крепких объятьях
Изрытых, сожжённых полей...

С тех пор мне и снится война,
С тех пор мне и слышатся взрывы,
Ревущего ветра порывы
И смерть...

Жаль, бессмертна она..."
Лидия ЖАРОВА,ВЕСНА ОГНЕВАЯ,"Средь пуль и снарядов
мечутся птицы,
Не в силах покинуть
родные места.
Скошены болью
солдатские лица -
Мучительны раны.
Задача проста:
Себя не жалея,
верить и биться!
В окопах - полвзвода,
а танки идут.
Прицельные залпы.
Мечутся птицы...
Военные будни.
Кровавый редут.
Выстоять, выдержать,
кровью умыться!
Распятые звуком
ударной волны,
Горящими с неба
падают птицы...
Весна огневая.
Мгновенья войны."
Лидия ЖАРОВА,"Знаешь только ты, родная, Моя вещая страна","Знаешь только ты, родная, Моя вещая страна,
Сколько ты могла-страдала,
Как подла была война.

Знаешь только ты, Отчизна
(В это мир ещё не вник),
Сколько гибло наших жизней
За один короткий миг."
Лидия ЖАРОВА,"Знаешь только ты, Отчизна","Знаешь только ты, Отчизна
( Но ещё не видел свет!),
Сколько было героизма
На один квадратный метр.
И себе, моя Россия, Знаешь цену ты сама.
Твоя правда, твоя сила
Сводит недругов с ума!"
Лидия ЖАРОВА,НАШЕ ДЕЛО ПРАВОЕ,"Подлая, кровавая
Нам выпала война.
Наше дело - правое,
А родина одна.
Рассудили здраво мы:
Не нам спасенья ждать!
Наше дело - правое,
Нам и побеждать!
Молодые, старые -
Все встанем как один.
Наше дело - правое,
И, значит, победим!
Суворовы и Чкаловы -
Мы такой народ.
Наше дело - правое!
За Родину, вперёд!
Мы умеем, бравые, Сражаться и любить.
Наше дело - правое,
И, значит, миру быть!
Недруги лукавые
Шипят из-за угла...
Наше дело правое!
И, значит, нам «Ура!»"
Василий ДВОРЦОВ,ЖИЗНЬ ЗА ОТЕЧЕСТВО,"В сраженье есть начало, есть конец:
Начало в тактике, конец в надежде.
Здесь ангелы в сияющих одеждах,
Скорбя, склоняют воинский венец.
Венец тому, кто не закончил бой -
Но тело опрокинулось в атаке,
Кто не хотел - но верен был присяге,
Кто в двадцать - не согласен на покой.
Кто добежать пытался до врага,
Достать штыком, не доверяя пуле,
Но пред глазами огненно сверкнули
Иные, непривычные снега.

И в охватившей полной тишине
Прорезалась мелодия иная.
И поднялась восполненная стая
Солдатских душ к разверстой вышине.
«Вождей и воев», - звал церковный хор
«Жизнь за Отечество в полях сложивших».
И всех - тысячелетие служивших
Соединял заоблачный простор."
Василий ДВОРЦОВ,От чего у нас солнце красное?,"От чего у нас солнце красное?
От чего у нас млад-светел месяи?
Голубиная книга
Ба́тько, твои ладони -
Черпень для Океана,"
Василий ДВОРЦОВ,Который Землю качает Под каганцами Стожар.,"Который Землю качает Под каганцами Стожар.

Ба́тько, твоими плечами
Мир загражден от невзгоды,
А лысина с белым шрамом
Адамовая гора.

Ноги твои - ворота,
Шея - платан за гайтаном,
Свистнешь - у турок буря,
Зыкнешь - Кавказ затрусит.

Батько, ведь будет ладно,
Коли я тоже стану
Сильным, как ты, и смелым,
Истинным казаком?
«До́бре же, сынку, до́бре.
Наша руда не иссохне -
Христос нам поставлен примером,
За ним мы походствуем с верой,
Русскую правду храня.

Пику ты примешь и шашку,
Фартовую ту фуражку,
Что в турках чуток подкоптилась,
В Манчжурии залоснилась,
В Румынии обожжена.

Главное ж, сы́нку, наследство
Наше каза́чие братство,
Наша вкруга́лье порука
Душу поло́жить за друга,
Смерть за побра́та принять».

Батько, а как же ма́мо?
Се́рденько разве сдюжит
Коли вражиная сабля
Батькину шапку сшибет?
«Полно тобе балабокать.
Мужчинам не дело окать."
Василий ДВОРЦОВ,"Мы тоже зерно в нем хороним, Но радостно на душе.","Мы тоже зерно в нем хороним, Но радостно на душе.

Ведь смерть, что ее сторониться?
Она лишь кордон на границе.
А там еще ве́льше просторы -
Степи, лиманы и горы,
Де́дов честна́я страна».
Батько, скажи, а скольких
Врагов басурман и немчи́нов
Своими швыдкими руками
Ты порубал-пострелял?
«Зерно, умирая, рожает.
Не аду казак угождает -
Не только гурдой казак машет,
Он пай свой шанует и пашет,
Ниву праце́й семенит»."
Василий ДВОРЦОВ,Казак Василий сына Илию,"Казак Василий сына Илию
Вел шляхом под густыми камышами.
Азовские ветра внахлест шуршали, Вздувая облака на западном краю.
Стрижи, в поднебье искрами звеня, Пророчили горячую погоду,
Всласть чавкали сазаны подле брода,
Где в Ее сивого дедок поил коня.

Казак Василий с сыном налегке
Спешили осмотреть свои покосы.
Над топким бережком тряслись стрекозы, Бульбукал квас в заплечном туеске.
Босой Илийка успевал на круг
Рубать лозинкой лопухи и дудник.
Кузнечиков испуганные дуги
Трещотками живили сонный луг.
Казак Василий, отирая шрам, Дымил на солнце как дождем омытый.
Под гимнастеркой, жинкою зашитой,
В плече свербили девять вражьих грамм."
Василий ДВОРЦОВ,А в сердце спела Божья тишина,"А в сердце спела Божья тишина,
Густилась негой с каждым полным вдохом,
И блазнилась дурнейшим брехом
Горючая гражданская война.

Сынишка победил «врага»
И убежал на вздыбленность кургана.
И с высоты, как с плеши великана,
Тянул ручонки к кучным облакам.
Тянул ладошки к черточке орла,
Царившего над полночашным краем
Казачьим рукотворным раем,
Щедротами усвятного стола.

Орел кружил над купами садов,
Над житнями, гречихой и бахчами.
В станичных пташнях пивени кричали,
Мычал под липой самопас коров.
Дымились люльки важных стариков,
Белели в грядах женские рубахи.
Для новой мельницы тесала плахи
Семья иногородних мужиков...

Орел оглядывал курган, и шлях,
И плес речной, и хутор дальний.
Когда-то заболоченные плавни
Трудом преображенные в поля.
Кубанским нивам краю не видать
Особый свет работных полдней.
Орел, мальчишка пусть запомнит
Вот эту тишь, вот эту благодать!

Линейная, граничная земля
Царицын дар, потемкинская милость.
В походах дальних сердце так томилось
Вернуться на призыв коростеля,
Вернуться к серым плетям бузины,
Коснуться притолки родимой хаты,
Огладить лбы прижавшимся ребятам,
Вдохнуть впотай молочный жар жены.

Казак Василий, растирая пот,
Смотрел на набегавшего Ильюшку.
Что нужно человеку? Все в краюшку -"
Василий ДВОРЦОВ,"Чуток землицы, двор, здоровый скот.","Чуток землицы, двор, здоровый скот.
Что надо человеку? Правый мир,
Вот это небо, эти камышины,
Речная рябь, смоковница за тыном,
Курган, орел, да коники для сына.
Что надо человеку? - Правый мир."
Василий ДВОРЦОВ,"Батько, ведь будет ладно,","Батько, ведь будет ладно,
Тоже когда я стану
Сильным, как ты, и смелым..."
Василий ДВОРЦОВ,"Эх, сторона Амурская,","Эх, сторона Амурская,
Амурная страна -
Куда дорожка узкая
Ты в полночь повела?
Где конармеец в валенках
Скрипит снежком тайком?
Там, где резная ставенка,
Свет лампы за стеклом.
Ах, кабы на мгновение
Мелькнула б только тень -
Развеять бы сомнения,
Что мучили весь день.
Весь день бойца мурыжили,
Злобнее, чем комвзвод,
Что кавалеристов лыжами
Изводит до икот.
Манеж, политзанятия, Иприт, прицел, клинок.
Рубить лозу занятнее,
Чем драить банный блок.
Но день за днем последние
Чума идут чумой:"
Василий ДВОРЦОВ,Все двадцатитрехлетние Мечты лишь об одной.,"Все двадцатитрехлетние Мечты лишь об одной.

О той, чьи косы черные, И карие глаза
Пронзила чудотворная
Маньчжурская краса.

Девчонка-орочоночка, Царевна на селе.
Столкнулись за околочкой
В слепящей белизне,

И звездами лежачими
Дорожка повела...
Да нешто вправь балачили
Шаманские дела?

Мороз и искры синие,
Скрип-скрип, кхы-кхы, скрип-скрип.
Стоит герой весь в инее,
Ресницами залип.

Застыл, лишь мысль иголкою
Мелькнет в окне? Мелькнет?! И пусть за самоволкою
Комвзвод наряды шьет."
Василий ДВОРЦОВ,Всадник молодой из далеких стран,"Всадник молодой из далеких стран
Средь своих друзей - словно царь-журавль
В круге селезней, между куликов...
Такой гордый взгляд серебристых глаз,
Такой звонкий крик, такой легкий шаг...
Всадник молодой меж своих друзей
Словно гром средь туч, словно молния:
Я взглянула раз - покачнулся мир,
На второй мой взгляд звезды ссыпались...
Всадник молодой ... сердце замерло...
По весне с югов зуйки ранние
Весть пропели мне - он уже в пути.
Летом шмель гудел - жди да жди его,
А по осени - сливы в осыпи"
Василий ДВОРЦОВ,Прошептали мне о его шагах...,"Прошептали мне о его шагах...
Всадник молодой, тонкой заледью
На Тюкан-реке прозвенел твой конь, Отмеряя срок нареченному...
Я ж звала тебя средь ребячьих игр,
Я в девичьих снах тебя ведала
Такой гордый взгляд серебристых глаз..."
Василий ДВОРЦОВ,"Граница по Амуру, а за ней -","Граница по Амуру, а за ней -
Квантунцы-оккупанты интригуют,
Хунхузы контрабандою торгуют,
Шпионят всем китайцы за свиней...
Не спит всемирный империализм,
Что люто ненавидит власть Советов.
И нам поставлена Военсоветом
Задача защищать социализм"
Василий ДВОРЦОВ,"Тов. Штейн, дивизионный комиссар,","Тов. Штейн, дивизионный комиссар,
Долдонит уже час не уставая.
А за окном - капель и птичьи стаи,
А за окном - гром солнечных фанфар.
И тихо пухнет полуэскадрон
Как почки на напружных ветках:
Полсотни молодых и крепких
Кто не Геракл, тот точно Аполлон.

Товарищ Штейн, эх, если б про любовь!
Полсотни молодых и крепких
В мечтаньях о блондинках и брюнетках,
А вы все - «гроб, раб, зуб, диктат и кровь»...
Да парню в эту пору брат лишь конь,
Скакать по полю в три креста аллюра,
Скакать-ласкать, снимать красу с прищура,
Внимать-вживлять в себя весны огонь.

Полсотни молодых рубак-рубах
Лишь только укажите направленье
Атаки лавой - и воодушевленье
Зарадужит на безморщинных лбах.
Лишь только отмахните им: «Руби»!
И молодость самодовольной силой
Сметет, снесет громилу и верзилу
На Висле, на Дунае, на Оби."
Василий ДВОРЦОВ,Зачем долдонить про пролетариат,"Зачем долдонить про пролетариат
В его интернациональной цели?
Про роль ВКП(б) на авансцене
Грядущих общемировых рейхсрат?
Зачем? Ведь за окном возжитие,
Вот-вот багульник зацветет на сопках.
И гуси-лебеди в болотцах топких
Трубят весне предназначение ее..."
Василий ДВОРЦОВ,Лишь «всадник молодой» среди других,"Лишь «всадник молодой» среди других
Не мялся, не вздыхал, не мучил кантик
Он две недели, как уже женатик,
Он две недели при делах мужских.
Ах, Антонина, Тонечка... жена...
Красавица шаманских сказок...
Нет слов для счастья, нету нужных красок
Амурский край, амурная страна!"
Василий ДВОРЦОВ,Амурский край. Вкруг сопки да тайга,"Амурский край. Вкруг сопки да тайга,
Доверчиво невинная природа,
Доверчиво наивные народы.
И все по-полной - солнце и пурга,
Жара и ливни, без преград ветра.
И та ж любовь - чиста и безоглядна.
Наивностью доверчивой нарядна,
Невинностью доверчивой светла."
Василий ДВОРЦОВ,"Антоночка, Антонушка... жена...","Антоночка, Антонушка... жена...
Когда б Илья мог загадать такую,
Когда и где вообразить родную,
Что б так душой и статью сложена?
Подумать только - доля казаку:
За тыщи верст фортуна подкузьмила,
Приказом отмахнув почти полмира,
Излить Кубань в Туранскую тайгу!"
Василий ДВОРЦОВ,И низкий же фортуне той поклон!,"И низкий же фортуне той поклон!
И благодарствие служивой доле
За то, что так не перекати-поле,
А высших смыслов выполнен закон.
Закон и по земному подтвержден
Приказом командира гарнизона.
Эх, расщепилось братство эскадрона
Такой затейник в бабство уведен!"
Б. Ласкина,Туман четыре дня.,"Туман четыре дня.
Не в силах выполнить приказ, в грязи кавполк под хвост увяз.
Обозы где-то сбились с трасс,
и авиация без глаз уже четыре дня...

Чья канонада с двух сторон четыре этих дня?
Где танков наших эшелон?
Не видно собственных колон,
и сухопайный слюногон жжет глотки до синя.
...Уже четыре дня
Хасан накрыл туман..."
Б. Ласкина,"Муж бесценный мой, шлю тебе привет","Муж бесценный мой, шлю тебе привет
От родных, друзей, от соседей всех!
Будь здоров всегда, смелым будь во всем,
Защищай Советскую нашу Родину,
Трудовой народ, справедливый строй.
Враг жесток как волк, росомахой подл,
Ты ж как сокол будь, остроглаз и скор
Ждем с победой мы - я и деточки:
Богатырь наш сын, продолжатель твой
И малюточка, дочь-красавица.
Мой любезный муж, дорогой мой муж,
Весь в тебя герой, наш Володенька,
Такой гордый взгляд - словно царь-журавль...
Береги ж себя, мой желанный муж!
Защищай Советскую нашу Родину,
Дело Ленина, дело Сталина.
Ждем тебя домой, очень ждем тебя..."
Б. Ласкина,Разведка дважды возвращалась в ноль.,"Разведка дважды возвращалась в ноль.
Ракета жжет туман - взвывают мины
И треск разрывов, ярость матерщины,
Туда - «Ура!», «Банзай!» - оттоль.
Разведку жаль - потери велики."
Б. Ласкина,Еще больней бессмысленность потери,"Еще больней бессмысленность потери,
Когда решать задачи артиллерий
Штабными посылаются стрелки.

Когда две батареи за спиной
Молчат в отсутствии снарядов:
Снаряды ж не доставлены со складов!
За то в достатке блажи должностной.
Снабженье - пораженческий бардак,
Пехоте даже окопаться нечем,
Винтовки не пристреляны, но едче
Всех дурей у связистов кавардак.

Приказы сыплются - чумной шабаш,
Раздерганные части в канители.
В такой неразберихе враз поверить
В предательство и саботаж.
В такой неразберихе взвод
Ильи Распешили уже под утро.
Туман озябшим перламутром
Залетных трассеров студил угли.

Задача: выйти в левый фланг врага,
Нащупать брешь в японских загражденьях,
Им скрытно нанести по силам разрушенья,
И отступить ... неведомо куда.
«Задача есть? Так, значит, выполняй.»
На подступах у сопки Заозерной
Трава от крови стала буро-черной
За штурмом штурм уже четыре дня.

Ночной туман... Колонною по два
Брели бойцы в липуче серых шорах.
Туман, туман... Сопенье, хруст и шорох...
Спина переднего видна едва.
Ночной росой промочен под живот,
Цепляясь за татарник шашкой,
Илья упорною букашкой
Ручной тащил за взводным пулемет.

Тащил, вздыхал, стараясь не отстать.
Не так, не так все представлялось дома
Доведших до кровавого содома,
Товарищ Сталин, нужно расстрелять!
Товарищ Сталин, мы же конный полк:"
Б. Ласкина,"Обучены маневрам и разведке,","Обучены маневрам и разведке,
Научены рубить, стреляем метко,
А проволоку резать - что с нас толк?
«Задача есть? Так, значит, марш вперед!»
Ночной туман... Слепая тишина...
И вся надежда - взводный старшина
Он точно выведет, и отведет.
Он им отец последние шесть лет
Спокойно мудрый, ветеран германской,
Рубивший пепеляевцев в гражданской,
Не ведавший ни дроби, ни сует."
Б. Ласкина,Илья сперва дотошно подражал,"Илья сперва дотошно подражал
Во всем его уменью и терпенью.
За старшиной ходил, до смехов, тенью,
Но в этом подражанье возмужал,
Встал, развернулся в твердого борца.
И вот, сержант и замкомвзвода,
Потеет под лопатой пулемета
Жалеючи наводчика-юнца."
Б. Ласкина,Кавалеристам не в удобь пешком.,"Кавалеристам не в удобь пешком.
В ночной росе шуршанье и сопенье...
Спина переднего, татарник, и томленье
Отходит смрадным к заднему душком.
Туман, туман... Сверяет командир
По компасу и забирает влево.
Как видит он? Ни кустика, ни древа...
Спина и запах - весь ориентир..."
Б. Ласкина,"Сопенье, хруст... Вдруг дикий крик «Дэс ка?!»","Сопенье, хруст... Вдруг дикий крик «Дэс ка?!»
Ребята не стянули карабины
Мрак пыхнул гроздьями рябины
Кто рухнул, кто рванул в бега.
Пальба в упор, и сверху на Илью
Припал комвзвод горяче-мокрый.
Разрядка судорог и хрип недобрый
Шаги кромешны к инобытию."
Б. Ласкина,Пальба в упор - «Банзай! Банзай! Банзай!»,"Пальба в упор - «Банзай! Банзай! Банзай!»
Орут японцы близко-близко.
А где искать для «дегтярева» диски?
Туман и ночь! И шепот: «Отползай...»
Так, даже смертным мигом старшина"
Б. Ласкина,"Прикрыл Илью пробитым телом. Да, Господи, таким примером","Прикрыл Илью пробитым телом. Да, Господи, таким примером
Исправится любая кривизна!

И ты поймешь, что есть твоя страна,
Твои товарищи, жена и дети
За что всегда, в любом суде в ответе,
Без оправданий и сполна.
Пускай твой фронт - костяшки кулака,
Пускай вокруг предатели-иуды,
Тебе даются истины минуты,
Когда душа раздета донага.

Тебе дается право устоять,
Не уступить, не слечь, не уклониться
Поступок и в кромешной тьме зарницей
Способен жизнь поднять и осиять.
«Противник справа! Всем залечь! Стрелять!
Огонь! Огонь!» - Откинувшись на спину,
Илья так - лежа, бил из карабина.
И рядом подхватило залпов пять.

Нет, то не слезы, то с бровей роса
Прощай, отец, с войны ушедший с миром.
Увидевшему вечность командиру
Илья ладошкой призакрыл глаза...
Японцев что слизнуло темнотой
Туман, колючки - нешто, правда, были?
Покликались, собрались, кто живые.
Перевязались, встали рядовые.
Илья, как самый старший: «Взвод, за мной»!"
Б. Ласкина,Ждем с победой мы - я и деточки:,"Ждем с победой мы - я и деточки:
Богатырь наш сын, продолжатель твой
И малюточка, дочь-красавица..."
Б. Ласкина,Сентябрь цветится. Речка Мга Петлявится узорно меж болот.,"Сентябрь цветится. Речка Мга Петлявится узорно меж болот.
Заладожья простуженный извод.
Осинки откраснели донага...

Вода кристальна. В бережной подмыв
Над родничком набился листопад.
Врезаясь в бледно зреющий закат,
Далеких облаков горит извив...

Онежье, Волхов - колыбель Руси,
По плесам клики лебединых дев.
И здесь святые, сердце разогрев,
Сияли Духом: «Милостив, спаси»..."
Б. Ласкина,Со станции Любани от врага,"Со станции Любани от врага
С утра харкает смертью миномет.
Успешно разминировав подход,
Фашисты концентрируют войска.

Железную дорогу перекрыв,
Враг душит окруженный Ленинград.
Для группы армий «Север» нет преград,
Вильгельм фон Лейб нацелен на прорыв.

За веком век сюда тевтонцы-псы,
Алкав лихвы, тянули боль и гнев.
Так вот и ныне - злобою протлев,
Ползут туманы кровяной росы."
Б. Ласкина,Сентябрь цветится. Речка Мга Петлявится узорно меж болот.,"Сентябрь цветится. Речка Мга Петлявится узорно меж болот...
Со станции Любани от врага
С утра харкает смертью миномет.

Заладожья простуженный извод.
Осинки откраснели донага...
Успешно разминировав подход,
Фашисты концентрируют войска."
Б. Ласкина,Вода кристальна. В бережной подмыв,"Вода кристальна. В бережной подмыв
Над родничком набился листопад...
Железную дорогу перекрыв,
Враг душит окруженный Ленинград.

Врезаясь в бледно зреющий закат,
Далеких облаков горит извив...
Для группы армий «Север» нет преград,
Вильгельм фон Лейб нацелен на прорыв.

Онежье, Волхов - колыбель Руси,
По плесам клики лебединых дев...
За веком век сюда тевтонцы-псы,
Алкав лихвы, тянули боль и гнев.

И здесь святые, сердце разогрев,
Сияли Духом: «Милостив, спаси»...
Так вот и ныне - злобою протлев
Ползут туманы кровяной росы."
Б. Ласкина,Что за судьбина - воевать пешком?,"Что за судьбина - воевать пешком?
Спасибо, разрешили в марш без сабель.
Но марш неловок - кто-то косолапил,
Тот шаркал, этот ерзал под мешком.
Осенний лес по-северному светл,
К тому же месяц наполнялся силой.
Дорога-полугать по-над трясиной
Вилась сквозь ночь меж ив, осин и ветл.

Осенний лес в полглаза полуспал.
Сентябрь - покой, не срок для непогоды,
В нем бабье лето, лирика природы,
В нем только то, в чем мир уже устал.
Но все же лес развесил в полный цвет
Лоскутные платки берез и сосен,
На влажность веток месяц блестки бросил,
На мшистый бархат - серебро монет."
Б. Ласкина,Кавалерийский сто девятый полк,"Кавалерийский сто девятый полк
Под утро вышел на разъезд Погостье,
Поспешно окопался к встрече «гостя»,"
Б. Ласкина,"Развел по точкам пулеметы, смолк. Ни звука в страхом съеженных домах,","Развел по точкам пулеметы, смолк. Ни звука в страхом съеженных домах,
Лишь где-то нудно выли две собаки.
Да в станционном новеньком бараке
Пел слабоумный о «любви волнах».

Но ровно в полдень, хоть сверяй часы,
Лес за околицей залился гулом:
Шесть «панзеров», тупых, квадратноскулых,
Ползли, задрав короткие носы.
Дорога выгибалась под селом,
Удобно в бок фашистам бронебойным
Залп батарея! Танки межсобойно
Подергались, и к лесу напролом.

Разведка боем... Первый танк зажгли,
Дым черным шлейфом по стерне стелился.
А гул в лесу все нарастал, копился,
И грянул ужасом разорванной земли!
Тяжелые снаряды - визг и вой
Вбивались в насыпь, в избы, в огороды,
И поднимались, разрастались всходы
Цветов из ада, нави ледяной.

Рвалось подземье грязью в облака...
Осколки брили тальники в болотах...
А после поле все усеяла пехота
Шли кучно два, а то и три полка.
Шли как-то нагло, грубо, зло
За цепью цепь. Неспешно залегая,
Стреляли, снова шли. Будто играя,
Будто для них все в жизни уж «зеро».

А захлебнулись! Из оставшихся в строю
Двух ЗИСов по фашистам - залп ребята!
К ним пулеметы, ближе - автоматы!
Пришлось поползать прусскому хамью.
...Воронки, трупы, дым... А где ж оно, село?
Пожарный смрад, обугленные груды,
На черном - белые печные трубы
Жило Погостье, вот и отжило.

Могилы изб, могильники дворов...
Амбары, бани, стайки, сеновалы"
Б. Ласкина,"Разорваны, разметаны, в развалах","Разорваны, разметаны, в развалах
Белесый дым в смятении ветров.
Белесый пепел всех крестьянских дел
Двужильных, потных, грыжевых, натужных.
Мужицких, бабьих, всесемейно дружных
Деревни русской жертвенный удел.

Кто вспомнит, кто их перечтет
За все века нашествий, сеч, сражений,
Те села - голубицы всесожжений,
Чья жертва вкупе небо покачнет.
Коган иль конунг, цезарь иль ногай
К вселенскости ведут свои походы,
Ища бессмертной чести и доходов
Что перед ними лапотник-ратай?.."
Б. Ласкина,Чуть засмеркалось. Через насыпь в тыл,"Чуть засмеркалось. Через насыпь в тыл
Услали тяжко раненых к телегам.
Окопы крыли нужды человеков
Кто нож точил, а кто штаны сушил.
Но немцы дня не дали на отстой,
И вновь разъезд, точнее - что осталось,
Огнем накрыла гаубичная ярость,
Вновь те же ужас, смрад, и визг, и вой!

Во фланги танки врезались скобой.
Не ослабляя плотность артобстрела,
Фашисты обошли Погостье слева,
И справа завязали ближний бой.
Неслось цепное эхо: «Отступать!»
Снимались, отходили эскадроны.
Стволы каля, последние патроны
Палили «дегтяревы» в «черта-мать».

Паскудно, горько... Уходил полк в ночь
Ополовиненный, смурной, разбитый.
Проселок чавкал глиною размытой,
А позади ... задуматься невмочь...
А позади еще дробился бой
Там билось, прорывало окруженье
Оставленное подразделенье,
Отход полка прикрывшее собой.
...В живых осталось сорок семь из ста...
Лежали конармейцы, вкруговую"
